_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
895251,4155011,2017.0,2017.0,1960.0,PRIVATE,12,Toronto-St. Paul's,450 WINONA DR,6,124,2017-11-22,65,Evaluation needs to be conducted in 1 year,17,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,,S1222,43.6888376633,-79.435821172,309958.31899999996,4838544.46
895252,4153116,2017.0,2017.0,1951.0,PRIVATE,9,Davenport,1095 ST CLAIR AVE W,3,11,2017-11-22,56,Evaluation needs to be conducted in 1 year,15,2.0,3.0,3.0,2.0,,3.0,,4.0,,,2.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,,S0928,43.678255875,-79.4404625992,309584.915,4837368.586
895253,4154002,2017.0,2017.0,1940.0,PRIVATE,12,Toronto-St. Paul's,166 EASTBOURNE AVE,3,21,2017-11-21,63,Evaluation needs to be conducted in 1 year,14,3.0,3.0,3.0,3.0,,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,S1227,43.7051010779,-79.40500513229999,312440.564,4840353.701
895254,4152725,2017.0,2017.0,1974.0,PRIVATE,21,Scarborough Centre,41 ANTRIM CRES,14,192,2017-11-21,81,Evaluation needs to be conducted in 2 years,19,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,,4.0,3.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,5.0,E2123,43.771912238999995,-79.287922032,321852.127,4847784.8889999995
895255,4153453,2017.0,2017.0,1939.0,PRIVATE,13,Toronto Centre,368 GEORGE ST,3,16,2017-11-21,57,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,,,3.0,3.0,4.0,3.0,2.0,3.0,,3.0,2.0,,S1328,43.659740893,-79.374693208,314890.854,4835318.504
895256,4155770,2017.0,2017.0,1960.0,PRIVATE,3,Etobicoke-Lakeshore,2313 LAKE SHORE BLVD W,10,133,2017-11-21,71,Evaluation needs to be conducted in 2 years,20,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,W0336,43.617341413000005,-79.486574349,305830.93100000004,4830610.135
895257,4155769,2017.0,2017.0,1960.0,PRIVATE,3,Etobicoke-Lakeshore,2323 LAKE SHORE BLVD W,10,133,2017-11-21,74,Evaluation needs to be conducted in 2 years,20,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,W0336,43.6169356849,-79.48667587050001,305824.401,4830594.748
895258,4155771,2017.0,2017.0,1958.0,PRIVATE,3,Etobicoke-Lakeshore,2495 LAKE SHORE BLVD W,3,45,2017-11-21,63,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,2.0,3.0,3.0,5.0,4.0,3.0,3.0,,3.0,3.0,,W0336,43.612342428199995,-79.4891538112,305659.804,4830044.4180000005
895259,4153832,2017.0,2017.0,1947.0,PRIVATE,15,Don Valley West,109 ERSKINE AVE,4,34,2017-11-21,71,Evaluation needs to be conducted in 2 years,17,4.0,3.0,3.0,4.0,4.0,3.0,,3.0,4.0,,3.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,,N1526,43.711639,-79.394802088,313261.703,4841082.0030000005
895260,4153844,2017.0,2017.0,1961.0,PRIVATE,15,Don Valley West,200 ERSKINE AVE,4,15,2017-11-21,70,Evaluation needs to be conducted in 2 years,16,4.0,3.0,3.0,4.0,3.0,3.0,,3.0,,,3.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,,N1526,43.713073423000004,-79.3909507962,313572.11699999997,4841240.81
895261,4265577,2017.0,2017.0,2012.0,SOCIAL HOUSING,13,Toronto Centre,425 DUNDAS ST E,5,32,2017-11-21,78,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,3.0,,S1329,43.65908018,-79.366823235,315526.799,4835242.136
895262,4153828,2017.0,2017.0,1970.0,PRIVATE,15,Don Valley West,15 ERSKINE AVE,16,65,2017-11-21,77,Evaluation needs to be conducted in 2 years,18,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N1526,43.71093654,-79.39847124100001,312966.113,4841003.597
895263,4153749,2017.0,2017.0,1934.0,PRIVATE,12,Toronto-St. Paul's,2 GLEN ELM AVE,6,49,2017-11-21,65,Evaluation needs to be conducted in 1 year,16,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,,3.0,2.0,5.0,3.0,4.0,4.0,,3.0,3.0,,S1233,43.69150698520001,-79.3947793757,313266.618,4838844.38
895264,4153748,2017.0,2017.0,1960.0,PRIVATE,12,Toronto-St. Paul's,42 GLEN ELM AVE,3,39,2017-11-21,64,Evaluation needs to be conducted in 1 year,16,3.0,3.0,4.0,3.0,,3.0,,3.0,4.0,,3.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,,S1233,43.691967364300005,-79.3928327445,313423.481,4838895.74
895265,4153747,2017.0,2017.0,1954.0,PRIVATE,12,Toronto-St. Paul's,49 GLEN ELM AVE,4,71,2017-11-21,62,Evaluation needs to be conducted in 1 year,18,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,,S1233,43.691400980299996,-79.3925441035,313446.82899999997,4838832.843
895266,4155065,2017.0,2017.0,1959.0,PRIVATE,9,Davenport,2005 EGLINTON AVE W,5,78,2017-11-21,64,Evaluation needs to be conducted in 1 year,18,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,S0922,43.6942406166,-79.45498736520001,308412.88800000004,4839143.706
895267,4250602,2017.0,2017.0,1938.0,PRIVATE,12,Toronto-St. Paul's,26 TICHESTER RD,4,32,2017-11-21,63,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,2.0,5.0,3.0,3.0,4.0,,3.0,3.0,,S1230,43.685882131999996,-79.418348616,311366.946,4838218.303
895268,4153925,2017.0,2017.0,1934.0,PRIVATE,12,Toronto-St. Paul's,101 LAWTON BLVD,5,46,2017-11-21,68,Evaluation needs to be conducted in 2 years,16,4.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,,4.0,3.0,5.0,3.0,4.0,4.0,,3.0,3.0,,S1232,43.693704796000006,-79.3967468,313107.717,4839088.374
895269,4154231,2017.0,2017.0,1970.0,PRIVATE,7,Humber River-Black Creek,2940 JANE ST,13,153,2017-11-21,61,Evaluation needs to be conducted in 1 year,18,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,,3.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,,W0729,43.753728376000005,-79.51778801020001,303352.137,4845751.71
895270,4154233,2017.0,2017.0,1970.0,PRIVATE,7,Humber River-Black Creek,2970 JANE ST,14,164,2017-11-21,57,Evaluation needs to be conducted in 1 year,18,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,,2.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,,W0729,43.7553825332,-79.5178201808,303349.587,4845935.472
895271,4155170,2017.0,2017.0,1961.0,PRIVATE,5,York South-Weston,2220 WESTON RD,6,93,2017-11-21,75,Evaluation needs to be conducted in 2 years,17,4.0,3.0,3.0,3.0,4.0,4.0,,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,,W0524,43.7035934796,-79.5272812231,302585.697,4840182.329
895272,4154668,2017.0,2017.0,1960.0,PRIVATE,8,Eglinton-Lawrence,205 WILSON AVE,3,20,2017-11-21,64,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,,N0824,43.738889013599994,-79.4250339237,310822.99600000004,4844105.651000001
895273,4153905,2017.0,2017.0,1962.0,PRIVATE,12,Toronto-St. Paul's,30 THELMA AVE,3,32,2017-11-21,61,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,S1231,43.689996633,-79.41150263600001,311918.458,4838676.016
895274,4154667,2017.0,2017.0,1960.0,PRIVATE,8,Eglinton-Lawrence,211 WILSON AVE,3,26,2017-11-21,64,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,N0824,43.7387605679,-79.4255772221,310779.249,4844091.347
895275,4153939,2017.0,2017.0,1955.0,PRIVATE,12,Toronto-St. Paul's,50 OXTON AVE,3,32,2017-11-21,64,Evaluation needs to be conducted in 1 year,18,3.0,3.0,2.0,3.0,3.0,3.0,,3.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,2.0,,S1226,43.697686003,-79.4052912228,312418.44800000003,4839529.862
895276,4152588,2017.0,2017.0,1967.0,PRIVATE,20,Scarborough Southwest,2550 KINGSTON RD,17,201,2017-11-21,73,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,E2032,43.7123137855,-79.2481266679,325081.524,4841181.254
895277,4152587,2017.0,2017.0,1967.0,PRIVATE,20,Scarborough Southwest,2560 KINGSTON RD,17,201,2017-11-21,72,Evaluation needs to be conducted in 2 years,19,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,,E2032,43.712908607799996,-79.2474811669,325133.34,4841247.493
895278,4152586,2017.0,2017.0,1968.0,PRIVATE,20,Scarborough Southwest,2570 KINGSTON RD,10,118,2017-11-21,69,Evaluation needs to be conducted in 2 years,20,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,E2032,43.713486558999996,-79.2466803233,325197.68,4841311.898
895279,4155140,2017.0,2017.0,1960.0,PRIVATE,5,York South-Weston,1848 JANE ST,3,21,2017-11-21,61,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,,,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,,W0525,43.7079730961,-79.5055309072,304338.744,4840668.422
895280,4152577,2017.0,2017.0,1959.0,PRIVATE,20,Scarborough Southwest,25 PARKETTE PL,5,61,2017-11-21,60,Evaluation needs to be conducted in 1 year,17,2.0,2.0,4.0,3.0,3.0,3.0,,3.0,3.0,,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,,E2034,43.696074465600006,-79.2646078047,323758.577,4839373.228
895281,4154228,2017.0,2017.0,1972.0,PRIVATE,7,Humber River-Black Creek,2740 JANE ST,5,52,2017-11-21,69,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,,W0729,43.744497339700004,-79.51525333939999,303556.067,4844726.13
895282,4154232,2017.0,2017.0,1960.0,PRIVATE,7,Humber River-Black Creek,2900 JANE ST,14,183,2017-11-21,58,Evaluation needs to be conducted in 1 year,18,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,,W0729,43.7531434812,-79.5178280471,303348.899,4845686.734
895283,4155072,2017.0,2017.0,1960.0,PRIVATE,9,Davenport,480 CALEDONIA RD,4,28,2017-11-21,64,Evaluation needs to be conducted in 1 year,17,4.0,3.0,2.0,3.0,3.0,3.0,,2.0,2.0,,3.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,,S0921,43.6895758413,-79.4611447354,307916.766,4838625.219
895284,4152775,2017.0,2017.0,1961.0,PRIVATE,20,Scarborough Southwest,1 BRIMLEY RD,6,58,2017-11-21,62,Evaluation needs to be conducted in 1 year,17,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,,E2026,43.719470638900006,-79.24043204510001,325699.11,4841978.266
895285,4153150,2017.0,2017.0,1912.0,PRIVATE,11,University-Rosedale,677 COLLEGE ST,3,32,2017-11-21,55,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,3.0,3.0,,2.0,,,3.0,3.0,3.0,2.0,2.0,3.0,,2.0,3.0,,S1141,43.6549416362,-79.4173376182,311452.2,4834780.093
895286,4153182,2017.0,2017.0,1965.0,PRIVATE,11,University-Rosedale,161 CHRISTIE ST,4,15,2017-11-21,59,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,2.0,3.0,3.0,3.0,3.0,,3.0,3.0,,S1125,43.6677026492,-79.41974947050001,311256.19800000003,4836197.601
895287,4153874,2017.0,2017.0,1937.0,PRIVATE,12,Toronto-St. Paul's,64 ST CLAIR AVE W,6,97,2017-11-21,62,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,2.0,3.0,3.0,,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,S1232,43.6878011506,-79.397437188,313052.88399999996,4838432.402
895288,4169264,2017.0,2017.0,1926.0,PRIVATE,12,Toronto-St. Paul's,80 ST CLAIR AVE W,4,25,2017-11-21,62,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,S1232,43.6874952579,-79.3985597973,312962.429,4838398.308999999
895289,4153889,2017.0,2017.0,1970.0,PRIVATE,12,Toronto-St. Paul's,250 ST CLAIR AVE W,4,45,2017-11-21,64,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,,S1231,43.6857216141,-79.4075167985,312240.538,4838200.444
895290,4153184,2017.0,2017.0,1929.0,PRIVATE,11,University-Rosedale,42 BARTON AVE,4,24,2017-11-21,65,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,4.0,5.0,3.0,3.0,3.0,,4.0,3.0,,S1125,43.667957114,-79.414124093,311709.549,4836227.241
895291,4153006,2017.0,2017.0,1970.0,PRIVATE,4,Parkdale-High Park,70 WILSON PARK RD,3,25,2017-11-21,56,Evaluation needs to be conducted in 1 year,15,2.0,3.0,2.0,2.0,2.0,3.0,,3.0,,,2.0,3.0,5.0,3.0,2.0,4.0,,3.0,3.0,,S0436,43.638628857,-79.4424836843,309425.058,4832966.142
895292,4154758,2017.0,2017.0,1969.0,PRIVATE,16,Don Valley East,55 WYNFORD HEIGHTS CRES,21,344,2017-11-21,75,Evaluation needs to be conducted in 2 years,20,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,N1629,43.7273105049,-79.3250508572,318879.214,4842831.4860000005
895293,4153988,2017.0,2017.0,1930.0,PRIVATE,12,Toronto-St. Paul's,2094 YONGE ST,3,10,2017-11-21,58,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,2.0,3.0,3.0,,3.0,,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,,S1227,43.702336489,-79.3977985122,313021.757,4840047.252
895294,4155026,2017.0,2017.0,1997.0,SOCIAL HOUSING,12,Toronto-St. Paul's,2353 DUFFERIN ST,16,144,2017-11-21,78,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,S1222,43.6951962434,-79.44961389619999,308845.969,4839250.13
895295,4154721,2017.0,2017.0,1960.0,PRIVATE,18,Willowdale,6161 BATHURST ST,13,170,2017-11-21,54,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,N1821,43.78886620310001,-79.44634919890001,309102.531,4849656.589
895296,4156355,2017.0,2017.0,1960.0,PRIVATE,1,Etobicoke North,9 BERGAMOT AVE,4,73,2017-11-21,61,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,,3.0,4.0,5.0,3.0,3.0,2.0,4.0,4.0,3.0,,W0130,43.714616652,-79.558696849,300054.31,4841409.213
895297,4156450,2017.0,2017.0,1960.0,PRIVATE,1,Etobicoke North,11 BERGAMOT AVE,7,130,2017-11-21,60,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,,W0130,43.714919516,-79.55750237,300150.586,4841442.799
895298,4156451,2017.0,2017.0,1960.0,PRIVATE,1,Etobicoke North,25 BERGAMOT AVE,4,73,2017-11-21,64,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,2.0,,,4.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,,W0130,43.716209723999995,-79.557077624,300184.917,4841586.092
895299,4155995,2017.0,2017.0,1960.0,PRIVATE,1,Etobicoke North,27 BERGAMOT AVE,7,130,2017-11-21,66,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,,4.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,,W0130,43.715262532,-79.55665061100001,300219.248,4841480.8610000005
895300,4155419,2017.0,2017.0,1964.0,PRIVATE,1,Etobicoke North,6 AUBURNDALE CRT,7,82,2017-11-21,58,Evaluation needs to be conducted in 1 year,18,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,,3.0,3.0,5.0,3.0,3.0,3.0,2.0,4.0,3.0,,W0131,43.718223584099995,-79.5547061524,300376.432,4841808.712
895301,4154673,2017.0,2017.0,1959.0,PRIVATE,8,Eglinton-Lawrence,12 BIDEFORD AVE,4,56,2017-11-21,68,Evaluation needs to be conducted in 2 years,16,4.0,3.0,4.0,3.0,3.0,3.0,,4.0,3.0,,3.0,3.0,5.0,3.0,4.0,3.0,,3.0,3.0,,N0821,43.740420337799996,-79.4237155283,310929.031,4844275.855
895302,4154672,2017.0,2017.0,1956.0,PRIVATE,8,Eglinton-Lawrence,15 BIDEFORD AVE,6,44,2017-11-21,63,Evaluation needs to be conducted in 1 year,18,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,N0821,43.740772739899995,-79.42318305239999,310971.882,4844315.041999999
895303,4152727,2017.0,2017.0,1970.0,PRIVATE,21,Scarborough Centre,1 ANTRIM CRES,12,167,2017-11-21,79,Evaluation needs to be conducted in 2 years,18,5.0,5.0,4.0,4.0,,4.0,4.0,3.0,4.0,,4.0,4.0,5.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,E2123,43.7706671849,-79.2834762458,322216.1,4847656.036
895304,4152726,2017.0,2017.0,1971.0,PRIVATE,21,Scarborough Centre,11 ANTRIM CRES,12,167,2017-11-21,79,Evaluation needs to be conducted in 2 years,18,5.0,4.0,4.0,3.0,,4.0,4.0,3.0,4.0,,3.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,E2123,43.7707832946,-79.28436739029999,322144.325,4847668.7469999995
895305,4152729,2017.0,2017.0,1971.0,PRIVATE,21,Scarborough Centre,20 ANTRIM CRES,13,177,2017-11-21,79,Evaluation needs to be conducted in 2 years,18,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,,E2123,43.772055504399994,-79.2853142425,322067.73600000003,4847809.886
895306,4152728,2017.0,2017.0,1972.0,PRIVATE,21,Scarborough Centre,30 ANTRIM CRES,10,135,2017-11-21,87,Evaluation needs to be conducted in 3 years,18,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,,E2123,43.772318050600006,-79.2859346865,322017.714,4847838.926
895307,4250271,2017.0,2017.0,1991.0,SOCIAL HOUSING,13,Toronto Centre,431 DUNDAS ST E,4,37,2017-11-21,73,Evaluation needs to be conducted in 2 years,17,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,,4.0,3.0,4.0,4.0,3.0,4.0,,4.0,3.0,,S1329,43.6590786732,-79.3664727907,315554.24600000004,4835245.0139999995
895308,4153758,2017.0,2017.0,1968.0,PRIVATE,12,Toronto-St. Paul's,221 BALLIOL ST,17,272,2017-11-20,64,Evaluation needs to be conducted in 1 year,18,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,5.0,3.0,4.0,4.0,3.0,2.0,3.0,,S1233,43.698438896499994,-79.3893834002,313700.592,4839615.097
895309,4153759,2017.0,2017.0,1968.0,PRIVATE,12,Toronto-St. Paul's,265 BALLIOL ST,26,209,2017-11-20,67,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,,S1233,43.698777377,-79.387810749,313810.77,4839659.966
895310,4155850,2017.0,2017.0,2005.0,PRIVATE,6,York Centre,3810 BATHURST ST,6,84,2017-11-20,72,Evaluation needs to be conducted in 2 years,20,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,N0629,43.738917845,-79.43480398210001,310036.024,4844108.198
895311,4153928,2017.0,2017.0,1957.0,PRIVATE,12,Toronto-St. Paul's,17 LASCELLES BLVD,17,157,2017-11-20,70,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,,S1232,43.694972538,-79.3989252395,312931.94,4839229.006
895312,4153929,2017.0,2017.0,1957.0,PRIVATE,12,Toronto-St. Paul's,19 LASCELLES BLVD,17,157,2017-11-20,68,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,,S1232,43.6951982921,-79.3979278347,313012.30199999997,4839254.188
895313,4153930,2017.0,2017.0,1957.0,PRIVATE,12,Toronto-St. Paul's,21 LASCELLES BLVD,17,173,2017-11-20,66,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,,S1232,43.6953413778,-79.3971554349,313074.538,4839270.164
895314,4153931,2017.0,2017.0,1957.0,PRIVATE,12,Toronto-St. Paul's,23 LASCELLES BLVD,18,235,2017-11-20,67,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,,S1232,43.695483986899994,-79.3985426023,312962.709,4839285.868
895315,4153932,2017.0,2017.0,1957.0,PRIVATE,12,Toronto-St. Paul's,25 LASCELLES BLVD,17,235,2017-11-20,70,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,,3.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,,S1232,43.6959446313,-79.3992906871,312902.346,4839336.972
895316,4153709,2017.0,2017.0,1974.0,PRIVATE,19,Beaches-East York,50 MAIN ST,5,38,2017-11-20,69,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,,S1935,43.6802370284,-79.2987777122,321008.536,4837606.565
895317,4154802,2017.0,2017.0,1970.0,PRIVATE,16,Don Valley East,50 GRAYDON HALL DR,20,304,2017-11-20,64,Evaluation needs to be conducted in 1 year,18,3.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,,3.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,,N1621,43.764613327,-79.345774526,317201.725,4846973.244
895318,4154805,2017.0,2017.0,1970.0,PRIVATE,16,Don Valley East,100 GRAYDON HALL DR,24,286,2017-11-20,53,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,,2.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,,N1621,43.7654302303,-79.3443358391,317317.648,4847063.257
895319,4154804,2017.0,2017.0,1970.0,PRIVATE,16,Don Valley East,150 GRAYDON HALL DR,25,298,2017-11-20,60,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,,N1621,43.7656767876,-79.34282796560001,317438.988,4847090.877
895320,4154504,2017.0,2017.0,1990.0,PRIVATE,8,Eglinton-Lawrence,49 NEPTUNE DR,3,10,2017-11-20,54,Evaluation needs to be conducted in 1 year,17,3.0,2.0,3.0,3.0,2.0,3.0,,3.0,,3.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,,N0823,43.731455829,-79.435410014,309987.593,4843280.143999999
895321,4152796,2017.0,2017.0,1981.0,SOCIAL HOUSING,20,Scarborough Southwest,110 MASON RD,7,53,2017-11-20,82,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,E2027,43.740952843500004,-79.2252456452,326914.886,4844368.716
